,Category,Frame,bpm,bass volume,low midrange volume,high midrange volume,treble volume,average overall loudness,dissonance,timbre,percussiveness,proiminence of pitches,cleanliness of timbre,brightness (normalized),brightness (unnormalized),richness of timbre,average instantaneous loudness,average segment loudness,strength of chords,percentage of frames silent,pitch max to min ratio,pitch ambiguity,disparity b/w highs and lows,noisiness (spectral spread),frequency of 85th percentile,volume variation between frequency levels 1,volume variation between frequency levels 2,strongest frequency,max to mean ratio of volume
179,Death,41,84,0.007352366,0.014075873,0.002605896,5.65E-05,0.004601093,0.422885115,0.056191408,0.026460302,0.586491703,0.282388136,547.2918167,9.14215311,13.51162791,-25.09853687,-25.03587238,0.695769381,0,14.39528859,1.852041833,2.77596951,2982370.585,645.9960938,0.022813767,6.87658958,0.734508097,13.19662575
180,Death,42,85,0.006100498,0.015471653,0.001781954,0.000186631,0.00445724,0.437965659,0.064487768,0.040011936,0.608281129,0.246706798,669.3659596,10.38483691,13.35185185,-25.82469826,-25.77974789,0.587293291,0,15.62218387,1.760590239,2.281268269,4229958.359,684.7757975,0.021596028,7.1650013,0.818277349,12.05784686
181,Death,43,85,0.005706624,0.012316454,0.003615059,5.87E-05,0.004338689,0.423280222,0.067857743,0.028867642,0.580044606,0.293392886,583.2212107,9.102879419,13.05116279,-25.67956055,-25.10370575,0.588961261,0,15.8954629,1.742181721,2.859981891,2628338.783,724.3168605,0.020716482,6.791720206,0.851147557,12.25186571
182,Death,44,84,0.010894587,0.009348193,0.003973283,0.000170128,0.004549104,0.432670009,0.064371896,0.035585483,0.506391173,0.288767546,954.3692482,10.07597627,14.85116279,-25.31673321,-24.83358181,0.545118461,0,14.21416152,1.826672015,2.429712304,2779124.903,839.8950763,0.023945172,6.843305621,0.74905075,15.44518184
183,Death,45,168,0.01025985,0.008449027,0.003478,0.000187251,0.004344207,0.477798285,0.070803652,0.047930682,0.564717705,0.210354966,1408.743259,11.27173275,21.38888889,-25.06078384,-24.99592484,0.439325277,0,12.07721033,2.218111839,1.575107746,3258486.247,1209.747314,0.020368336,7.494358919,0.372817696,13.86410574
184,Death,46,84,0.011357862,0.009457648,0.002973489,0.000183858,0.004486362,0.470636211,0.069175083,0.04315952,0.533073867,0.23099122,1291.003865,11.36335783,19.07906977,-24.9209338,-24.75590706,0.546321743,0,12.12640152,2.1160929,1.278514713,3005237.169,1024.880314,0.021214089,7.394020693,0.447133641,14.18832393
185,Death,47,84,0.01329057,0.008603503,0.003908664,0.000168292,0.004714595,0.473294522,0.072382812,0.043484284,0.522684124,0.233359053,1412.01405,11.87175626,19.89767442,-24.81135303,-24.99271641,0.586524434,0,11.55092146,2.271999909,1.383461125,3024965.144,1091.382858,0.024063472,7.417512233,0.42198828,15.42988485
186,Death,48,84,0.01363719,0.005585517,0.006260823,0.00014453,0.004663931,0.479736262,0.0721368,0.044571488,0.528184509,0.239922205,1441.454888,12.78255046,18.18518519,-24.67128891,-24.44613422,0.450402008,0,12.81127967,2.118569415,1.55846722,2916064.691,1205.061849,0.023290894,7.352472855,0.516227725,15.23857715
187,Death,49,162,0.017825228,0.005617561,0.006616599,0.000238234,0.00506851,0.479910919,0.0791222,0.039648438,0.511587461,0.240008788,1225.864562,12.4895307,17.20930233,-24.69127541,-25.52944027,0.377058378,0,14.26597416,1.787861126,1.64483191,3669285.106,885.6656523,0.028384088,7.518928761,0.348650544,16.92707444
188,Death,50,121,0.009596656,0.006827018,0.004045989,0.001200834,0.004158443,0.469500847,0.070108473,0.050672238,0.56149933,0.22331988,1218.730383,18.39168703,18.09302326,-25.84623558,-23.48787373,0.402408432,0.060465116,11.73351461,2.206307924,1.646364874,3954118.941,1295.597747,0.021314418,7.607833126,0.304002432,14.82420062
189,Death,51,120,0.012076069,0.011759941,0.006649684,0.001241853,0.005410275,0.476806933,0.095812607,0.066202799,0.573186529,0.163913935,1423.15809,24.43342212,25.47685185,-21.98035229,-22.01098587,0.62241684,0,10.33134239,2.469897653,1.600813792,5297631.527,1481.504313,0.031157484,7.876638476,0.636146406,12.95895867
190,Death,52,120,0.010774347,0.013452325,0.009748048,0.001773583,0.005643086,0.471785684,0.110522998,0.077550418,0.58802356,0.152852762,1472.444608,33.80936556,24.38139535,-22.93584904,-22.7378297,0.554717848,0,12.63744568,2.184515863,1.508823125,5697487.534,1769.228061,0.034677363,7.907640377,1.047866221,11.76121007
191,Death,53,120,0.01221832,0.012787189,0.009665276,0.001818579,0.005732549,0.46428801,0.104194427,0.075510992,0.554451077,0.173376212,1328.223793,34.62887459,22.49767442,-22.65121044,-22.58305824,0.415826017,0,11.66615179,2.262088447,1.618875733,5671331.872,1863.874001,0.035262157,7.801953105,1.211428247,11.88072829
192,Death,54,120,0.009761025,0.012089965,0.011456668,0.00122695,0.005566737,0.470289748,0.103799597,0.066654912,0.590126159,0.163943407,1353.735727,32.04381424,23.74074074,-22.80557011,-22.49517162,0.588688891,0,11.16675975,2.311764071,1.696523746,5234899.209,1503.835042,0.033602663,7.751987709,1.654338604,11.56066928
193,Death,55,120,0.00825962,0.013733919,0.014600381,0.002319963,0.006008749,0.470237578,0.118571315,0.083664153,0.588283017,0.126598788,1722.144206,47.6718298,29.98139535,-21.62189823,-21.5636924,0.598982065,0,12.01203565,2.230935825,1.475836458,5002237.736,2099.938,0.038288286,7.882364794,1.906056185,9.681580138
194,Death,56,120,0.01357203,0.012394187,0.007991103,0.001434884,0.005356557,0.467492142,0.093058449,0.07956032,0.529184983,0.177761739,1500.230045,29.99441734,21.8,-24.18937645,-24.65041817,0.643761808,0.125581395,11.73121485,2.198134982,1.464934201,5585623.348,1857.864735,0.034837952,7.731698722,1.198452397,13.61197808
195,Death,57,90,0.020834545,0.009164679,0.000639377,8.28E-05,0.004420586,0.396797489,0.064384231,0.020200376,0.49879396,0.35513068,442.2794836,5.508612108,6.138888889,-26.22760586,-24.73313011,0.520260463,0.078703704,19.20568026,1.331363889,2.205588465,4626253.338,362.4755859,0.029532349,6.656085471,0.533286476,18.52786662
196,Death,58,90,0.023629845,0.011370595,0.001592951,0.000788752,0.005109091,0.429875688,0.098945845,0.036952671,0.507867127,0.324099291,678.2847007,13.54582577,9.455813953,-24.7349229,-24.38880909,0.588098512,0.074418605,14.25224223,1.979342634,2.011017809,5627508.537,1049.217842,0.035597722,6.953697258,0.495396885,17.56435191
197,Death,59,90,0.029976119,0.010128235,0.001796059,0.000635988,0.005623617,0.433012225,0.10676494,0.033552871,0.48207085,0.31910185,688.3060707,12.97299016,10.46976744,-24.11710209,-24.10327602,0.414158331,0.065116279,13.4544095,1.982331126,2.094607144,5397478.802,826.6746911,0.041189119,7.113332779,0.532036247,18.20880642
198,Death,60,90,0.030525576,0.007751001,0.001025791,0.000194151,0.005581179,0.454037969,0.090070604,0.021310312,0.464330143,0.346707699,585.1380957,7.59536642,9.648148148,-25.08378414,-23.96434644,0.529875497,0.101851852,13.52480647,2.009595223,2.659616154,4227662.488,397.7661133,0.03932623,7.066189221,0.317604092,19.71769051
199,Death,61,90,0.029785758,0.010572512,0.001305837,5.50E-05,0.006022059,0.436141477,0.091291015,0.018811319,0.49482588,0.330593171,489.7899728,7.965157167,11.06511628,-23.89595886,-23.73240063,0.580588267,0.004651163,14.76160214,1.831359963,2.594938587,3625360.159,353.3448401,0.041477471,6.980326819,0.335583168,16.83937721
200,Death,62,90,0.032394993,0.011236786,0.002529575,0.000628854,0.006297611,0.456466131,0.115453287,0.035982922,0.488506581,0.271474035,819.6416874,14.93995507,15.28837209,-23.24259281,-23.13422813,0.55118305,0.004651163,12.64588028,2.106353221,1.994909735,5241349.82,580.9958666,0.046184985,7.468565191,0.403406724,17.66713259
201,Death,63,90,0.031728584,0.012144099,0.002439122,0.000358227,0.006301754,0.458217995,0.117258147,0.026921025,0.502076133,0.277337893,693.0248323,12.78674151,15.43055556,-23.30508541,-23.08418411,0.618373952,0,11.28885995,2.257876175,2.055769297,4581548.148,514.5039876,0.045726055,7.414208456,0.388395537,17.06115018
202,Death,64,90,0.029531991,0.014886646,0.003115372,0.000910062,0.006407166,0.461265269,0.112628935,0.048601017,0.533562119,0.226730702,919.3275152,19.49215904,17.34883721,-22.77105923,-22.61766426,0.531434227,0.009302326,13.01057044,2.023794296,1.654489059,6267718.936,747.8531523,0.047029935,7.748485878,0.508271636,14.95707634
203,Death,65,90,0.026289241,0.015320737,0.003565085,0.000989519,0.006205914,0.464921688,0.107884777,0.047458666,0.550471657,0.214726071,942.7944516,20.30752285,18.70697674,-22.63230721,-22.5371928,0.513610686,0.009302326,13.08568963,2.091228659,1.603881853,5857016.985,769.1860465,0.044370887,7.744902422,0.481349613,14.33293009
204,Death,66,90,0.030476004,0.014219647,0.003036445,0.000949766,0.006410748,0.463077513,0.111881667,0.044786241,0.524414186,0.228454175,904.4862009,19.46570029,17.68981481,-22.70454185,-22.48454857,0.544429739,0.00462963,12.16988579,2.193088655,1.624277867,6075335.719,639.3168132,0.046925007,7.746232044,0.518840584,15.4862419
205,Death,67,90,0.021997253,0.015602041,0.003211358,0.000751266,0.005945132,0.460754219,0.097598592,0.044896893,0.55491693,0.213439991,898.4203863,18.00636808,18.44186047,-22.97420094,-23.05728233,0.530701705,0.009302326,14.31368326,1.928817067,1.696639455,5754091.678,681.6510719,0.03984245,7.726484864,0.503514813,13.35943836
206,Death,68,90,0.014252561,0.011458855,0.002916891,0.000418448,0.004918845,0.467084759,0.075892624,0.037827035,0.571545469,0.203351293,969.5024944,13.39251601,16.75813953,-24.50842892,-24.8761541,0.501062481,0.004651163,14.01908802,2.101744361,1.684532621,5054803.606,742.5449673,0.02791774,7.727209275,0.54167478,12.71225039
207,Death,69,155,0.010121917,0.003963687,0.00246369,0.000211459,0.003777964,0.485156738,0.061867157,0.041666667,0.594349101,0.205664791,1270.682064,6.799363605,17.17592593,-25.66732666,-25.05376369,0.462796366,0,10.28958121,2.677338011,1.668533876,4324091.889,920.3450521,0.016192969,7.807443283,0.183557597,15.23015069
208,Death,70,155,0.014962231,0.004836039,0.005681455,0.000609135,0.004541072,0.426065518,0.075330756,0.057440044,0.41053016,0.301059759,1105.847242,16.43955534,9.106976744,-25.7608049,-24.26436581,0.528194237,0.134883721,12.26601362,2.104001045,2.310970951,4392224.338,1591.654251,0.026505712,7.08906724,1.465653813,19.03892964
209,Death,71,151,0.024913733,0.008815984,0.003770342,0.001466184,0.005658282,0.470846705,0.111054009,0.06959484,0.468501367,0.280739693,1191.957318,24.01197662,15.81860465,-23.86023441,-22.99996906,0.479258627,0.023255814,12.01629625,2.207310726,1.935502705,5332068.515,1576.530932,0.037829076,7.475221769,0.817215127,19.65417111
210,Death,72,168,0.040529915,0.013585808,0.001600106,0.002536153,0.007243347,0.472258886,0.133103681,0.056294759,0.50008539,0.274533733,1140.048783,30.61728092,15.90277778,-22.43173508,-22.95499424,0.403183779,0,10.97954285,2.433347719,1.674034104,6532458.272,1161.895752,0.056314489,7.696064276,0.480888106,18.50772661
211,Death,73,155,0.025895415,0.015155631,0.00183188,0.000408528,0.006304438,0.438381614,0.109218652,0.024741097,0.52396064,0.357478333,615.9647318,13.34381065,13.98604651,-23.81999699,-24.13957375,0.557806619,0,12.38328386,2.192932275,3.321553405,3326268.637,465.6179597,0.042473944,6.820888723,0.403394653,16.20997604
212,Death,74,84,0.007831689,0.014465345,0.001967369,7.95E-05,0.004603717,0.439387835,0.082166786,0.026825945,0.510127154,0.302230357,729.0988342,8.604777337,11.83255814,-25.58597145,-24.87846134,0.519136264,0.009302326,11.55066996,2.248201241,2.343179948,3089459.607,609.5398801,0.025096269,7.006613907,0.71084369,17.42755289
213,Death,75,155,0.023327885,0.00460633,0.004128249,0.001368173,0.005374135,0.475491863,0.096684913,0.048262985,0.446994729,0.249412035,1865.416307,23.90301166,12.72222222,-25.12052296,-25.20704163,0.408960246,0.064814815,11.53344295,2.200148199,1.350213868,5019146.808,1190.806071,0.034377919,7.644466738,0.841144646,22.64114101
214,Death,76,152,0.013285833,0.009832512,0.00098296,0.000365014,0.004238294,0.459976051,0.078693548,0.033405251,0.544992796,0.318094524,705.397676,8.500400431,10.59534884,-30.07597546,-25.02288254,0.397421405,0.265116279,10.57490423,2.587734015,2.562325632,4989691.988,428.2603561,0.028234643,7.249296044,0.221027136,16.15669078
215,Death,77,152,0.001173781,0.009408751,0.003368967,0.001209757,0.003399125,0.469538564,0.0665377,0.074607104,0.624536487,0.176343145,1556.560722,17.9665865,17.46046512,-27.9657349,-25.36839748,0.413516333,0.293023256,10.47961092,2.522729311,1.363391661,4757499.16,1928.974382,0.015416672,7.654868723,0.666208459,12.05200082
216,Death,78,151,0.00991338,0.003143705,0.003710546,0.001473936,0.003713886,0.483054061,0.070200705,0.098589862,0.515775014,0.186924075,1628.278712,23.69994746,12.80092593,-26.0973262,-25.59171619,0.388000685,0.106481481,11.64652207,2.228474666,1.608825156,6538967.81,2449.900309,0.017595756,7.914758934,0.92964283,16.20020911
217,Death,79,121,0.012143341,0.002706493,0.003223136,0.000711273,0.004000337,0.482419748,0.060895319,0.05538472,0.427222595,0.203206499,1720.070608,13.60264772,10.57674419,-26.28043678,-26.69927143,0.469131425,0.03255814,11.65775803,2.400938899,1.496799565,5631064.672,1360.49782,0.018656207,7.994950798,0.609872545,19.56639361
218,Death,80,120,0.003628827,0.00593114,0.002034999,0.002470823,0.003371909,0.485862405,0.073838871,0.119694767,0.672257237,0.12786927,2006.393488,25.6258481,14.20930233,-25.97295181,-24.92522919,0.525587505,0.018604651,8.699305356,2.92606605,1.020574716,6808808.898,3687.786383,0.013560771,8.227211575,0.253364008,13.38694813
219,Death,81,120,0.059929479,0.007985081,0.000684754,0.000227412,0.007339063,0.468294573,0.089729626,0.02182572,0.396083065,0.367383636,537.7638221,8.730314057,8.402777778,-23.45250183,-23.05213173,0.528516709,0.00462963,9.330083949,2.76807938,2.031495483,5794847.773,306.3496908,0.067412647,7.247800706,0.56880481,23.68866188
220,Death,82,121,0.07142347,0.008226403,0.000811204,0.000456062,0.00823447,0.478395384,0.108625032,0.02149573,0.383143111,0.353423849,654.7862701,12.22209514,9.334883721,-22.68703671,-22.55530632,0.509026144,0,9.747002818,2.807573511,1.837374071,5854139.469,241.7728016,0.079216416,7.530325903,0.58932582,25.68092895
221,Death,83,120,0.070138143,0.010078905,0.000569862,0.000272276,0.008304466,0.471137992,0.121019811,0.016917242,0.397187584,0.374598137,475.130656,9.916618193,7.265116279,-22.60778664,-22.65422028,0.548342256,0,8.483594509,3.034825806,1.930162791,6061477.686,207.8204488,0.078983291,7.303690378,0.578310529,24.7672383
222,Death,84,120,0.036362654,0.010300199,0.000513871,0.0002041,0.006004951,0.466138657,0.087455672,0.024215133,0.515297371,0.332091389,437.1288564,7.373335648,6.949074074,-24.3650024,-24.90313824,0.618556167,0,8.570283139,2.974681892,2.056937807,5705555.438,277.6387533,0.045571062,7.21350169,0.496243335,19.90581471
223,Death,85,120,0.030261245,0.018972938,0.00038394,0.00020686,0.006139601,0.457069182,0.083199305,0.024838754,0.518469972,0.331455873,344.179361,9.630331187,6.730232558,-23.21173336,-21.94849598,0.471148289,0.009302326,11.15546141,2.491106579,1.956805262,6225543.691,235.9638445,0.045048261,6.965993231,0.707862176,19.65499753
224,Death,86,120,0.07310333,0.015545656,0.000667365,0.000307661,0.008894083,0.468728785,0.101785985,0.018488826,0.402229746,0.371984922,450.1893753,12.1620288,8.31627907,-22.13434326,-22.46878086,0.512234322,0,12.34698377,2.358121184,1.916440552,6202799.865,216.43373,0.087701806,7.254037048,0.775310693,24.20050681
225,Death,87,120,0.04306751,0.007902659,0.000701627,0.000360893,0.005778813,0.477305088,0.07394952,0.048342104,0.483570053,0.282581353,1017.514604,8.669707318,7.189814815,-26.22499863,-26.19185528,0.426706854,0.189814815,9.021158079,2.883242552,1.72666416,6181540.058,1300.665283,0.050819545,7.640768554,0.414789816,21.92911573
226,Death,88,121,0.003808166,0.005670312,0.002415509,0.000316414,0.003204154,0.480695514,0.060807196,0.050286156,0.671643239,0.181993894,1313.781971,8.772846034,15.48837209,-27.18915257,-27.34053707,0.691881408,0.041860465,8.63933376,2.926859194,1.496422315,4242209.917,1278.571493,0.011601333,7.775566223,0.254235424,13.02339341
227,Death,89,30,0.020435107,0.002201077,7.28E-05,3.07E-06,0.003649132,0.384097319,0.058482559,0.015243459,0.421015457,0.479806723,419.4868717,2.139139314,3.469767442,-28.25059631,-25.56195694,0.598341194,0.306976744,13.26257945,2.051513245,4.534778986,2349631.451,342.4280069,0.022700115,5.878554881,0.363133079,18.64646748
228,Death,90,30,0.00337398,0.004819936,0.000254329,6.57E-05,0.002771974,0.410557,0.051456888,0.040807653,0.446787126,0.36488044,549.6853607,2.970480846,4.375,-31.24566437,-32.72972202,0.423407932,0.337962963,10.27576643,2.505913244,3.804499794,5360535.012,921.4416504,0.009540833,6.443422516,0.459854991,17.44498101
229,Death,91,84,0.003338074,0.00453909,0.000135977,9.68E-07,0.002371962,0.366708011,0.037383456,0.021627453,0.39078507,0.435910831,536.1671521,3.123970543,2.930232558,-33.27662125,-28.89094959,0.359104863,0.441860465,12.82178945,1.934393575,4.802824321,2252111.331,543.4379542,0.008921927,5.529767109,0.858133224,20.57106313
230,Death,92,84,0.001724681,0.007112328,0.000300318,0.000976409,0.002715428,0.339943749,0.038657567,0.040874818,0.31177504,0.393851444,771.9421837,13.60695657,2.511627907,-32.63771458,-34.72816051,0.513062344,0.455813953,11.82774336,2.071960638,2.608923557,4305885.094,1258.740916,0.010587916,6.120221616,1.174676063,22.06582805
231,Death,93,149,0.000935182,0.001088331,0.000127918,3.00E-05,0.001404176,0.444694456,0.029803735,0.030825014,0.501982769,0.282300113,672.6081735,0.824322952,2.888888889,-36.94746819,-32.76686691,0.609598199,0.703703704,9.877719226,2.688090836,2.650809043,4053617.395,592.960612,0.00254937,7.044126422,0.147419739,15.13805023
232,Death,94,180,0.006160447,0.007645188,0.001765612,3.81E-05,0.003843768,0.440337838,0.075238005,0.023644168,0.52092244,0.33657084,659.6146703,6.678517185,9.818604651,-25.65504143,-24.89248409,0.524860724,0,9.365099814,2.824133983,3.374619076,2257507.981,599.0236646,0.016186815,6.642801682,0.671398215,14.08397445
233,Death,95,92,0.014153898,0.005290561,0.003171213,4.88E-05,0.003716042,0.468288681,0.082177818,0.032842024,0.53493033,0.309339613,997.1451693,9.924023402,10.01860465,-25.52533325,-25.22273479,0.419495211,0.28372093,10.06203189,2.561080052,2.511628459,2172411.801,1033.293287,0.02260488,6.968265935,0.494952374,16.04919348
234,Death,96,92,0.014784067,0.005099785,0.003544178,0.000152126,0.003569671,0.473957519,0.084762927,0.04063359,0.524876771,0.270949242,1187.80468,11.73100554,10.97685185,-25.98735638,-25.31478832,0.313294266,0.333333333,10.8588876,2.390531179,1.945149506,2767578.151,1208.351644,0.023462099,7.187486373,0.493281166,16.08406287
235,Death,97,92,0.015339403,0.00621395,0.004203268,0.000189372,0.004189978,0.476981827,0.093325782,0.040325218,0.519932949,0.267191275,1188.195828,12.96098338,15.14883721,-24.84181267,-24.17106937,0.354633037,0.139534884,10.19384995,2.530156408,2.168316882,2624807.533,1178.817678,0.026482804,7.193881212,0.484893276,15.48609615
236,Death,98,186,0.011216768,0.008054182,0.006398938,0.000244307,0.004356953,0.476870975,0.094878712,0.047758448,0.604396816,0.240597718,1186.187348,16.56376695,19.24186047,-24.36250019,-24.16947384,0.552661208,0.046511628,8.591383386,2.81107937,2.338675339,2462911.01,1370.012491,0.025487697,7.205608794,0.898228385,12.64921044
237,Death,99,94,0.014431546,0.005762697,0.003700479,0.000188289,0.004053114,0.475974278,0.093198508,0.041216815,0.54449274,0.251308201,1189.684346,12.47575221,15.21296296,-24.9117004,-24.91000614,0.401488088,0.152777778,9.217138686,2.673323647,1.791029722,3003151.877,1143.15389,0.024122641,7.335789378,0.521429161,15.65459661
238,Death,100,94,0.012376892,0.005590707,0.004457774,0.000723875,0.003830277,0.477541674,0.088643966,0.051994004,0.544820106,0.248138323,1406.978333,16.15356934,13.66046512,-25.14662258,-24.79030521,0.451778234,0.246511628,9.743783262,2.529381697,1.883759144,3082094.712,1520.143986,0.022816239,7.235994962,0.966909107,14.68053915
239,Death,101,151,0.014115513,0.005039842,0.00377915,0.000226016,0.00371888,0.475836172,0.086697742,0.03984375,0.546584272,0.272708777,1151.726941,12.40204693,12.61860465,-25.57880245,-25.06969051,0.439761865,0.23255814,10.16720135,2.575549375,1.773324685,2828539.101,1165.096521,0.022722815,7.208184635,0.460682338,15.62958896
240,Death,102,96,0.013659198,0.004466165,0.004695037,0.000443269,0.003911334,0.482745675,0.092421707,0.047367802,0.563151428,0.229919529,1431.692834,15.16352255,15.93055556,-24.93877602,-24.53997894,0.336597025,0.175925926,9.195160621,2.818010821,1.630807051,2945589.914,1330.771891,0.023621635,7.424411968,0.468836696,15.07081023
241,Death,103,96,0.01455367,0.007412184,0.004169616,0.000362056,0.004439862,0.47403605,0.104117358,0.039048874,0.573423967,0.258118979,1152.025665,14.51101379,16.93023256,-24.46765896,-24.46383121,0.381509405,0.060465116,9.705148942,2.726331435,1.942779484,2685333.865,1115.920694,0.027068184,7.22674347,0.466511621,13.85934217
242,Death,104,96,0.004866067,0.001845056,0.002408586,0.000678214,0.001991397,0.485666565,0.035841709,0.084086573,0.38621976,0.332102449,1902.593689,9.749056539,6.906976744,-36.63788822,-28.59455677,0.498563772,0.613953488,14.38459052,1.920469194,2.423762734,3233511.662,2266.795285,0.009382881,6.12864355,1.512229709,21.77991221
243,Death,105,30,0.003986161,0.004974776,0.002923552,8.74E-05,0.003137607,0.478091809,0.065116759,0.040048105,0.562233038,0.212918615,1112.079944,8.021114775,13.82407407,-27.56352425,-25.82832951,0.4658676,0.240740741,9.511049407,2.731648284,1.846217427,3407434.143,959.8225911,0.012827993,7.553737093,0.345636516,14.41057101
244,Death,106,30,0.012124269,0.008285825,0.000798162,0.000131914,0.003865227,0.382850663,0.072762675,0.01837073,0.494950032,0.42240649,563.5213223,5.602830764,7.469767442,-27.70880001,-26.58902905,0.461950999,0.246511628,13.45063544,2.152675166,4.688490254,2361732.09,398.5144895,0.024651347,5.902892576,0.579987706,15.76490261
245,Death,107,30,0.003679045,0.002996136,0.003167634,0.002003858,0.002208483,0.491128187,0.041608993,0.161657431,0.428525853,0.193946766,3467.627894,19.31059889,6.08372093,-30.67746498,-27.89036209,0.50924001,0.544186047,12.65622984,2.087297269,1.249600489,3113672.66,4328.6746,0.011001421,6.352831889,4.816726631,15.88365407
246,Death,108,114,0.002251518,0.004438776,0.002226889,0.000113148,0.002271835,0.485916884,0.044492471,0.082431369,0.513793564,0.212672517,1971.558411,6.586609525,10.54166667,-33.77537128,-28.45072918,0.53695898,0.481481481,10.33543194,2.528844732,1.699263157,3257077.209,2039.074707,0.009349978,7.086300503,0.477120291,17.58856873
247,Death,109,155,0.00188065,0.001110733,0.000291595,4.94E-05,0.001825348,0.469003395,0.038267918,0.048301235,0.512194803,0.215208102,1162.01537,1.319306584,3.404651163,-34.66636845,-31.61531296,0.465539781,0.51627907,8.584104094,3.045726518,1.864579591,5035153.15,794.5251181,0.004236357,7.680914551,0.052814135,16.24780863
248,Death,110,148,0.011435403,0.008006412,0.000760872,2.57E-05,0.0041551,0.433423126,0.083721967,0.028683685,0.507782804,0.378540955,505.6871904,4.894750453,7.776744186,-26.63393459,-25.97814987,0.594250525,0.069767442,8.593440615,2.855610923,3.737874055,3976143.49,737.3369368,0.021213137,6.577265398,0.447026431,16.01424712
249,Death,111,155,0.00129381,0.000192447,2.73E-05,0.002431262,0.00200448,0.468614872,0.050085595,0.289046676,0.543727187,0.260667506,4395.320285,27.47757268,1.25,-27.99884491,-26.94519943,0.435265552,0.365740741,10.40095801,2.532033365,-0.110590698,21253169.44,10217.40519,0.005036277,8.511183898,0.227702261,22.42083742
250,Death,112,161,0.001490855,0.006355919,0.003633755,0.001193792,0.002157743,0.468328851,0.057971345,0.189414517,0.481308692,0.348609982,3323.483053,21.68969626,2.71627907,-31.6233511,-25.48212757,0.388737505,0.623255814,9.745725488,2.732932939,0.21429108,14935501.4,6797.381223,0.0126775,7.988158193,0.197640627,23.81296066
251,Death,113,161,0.00114246,0.007534368,0.010263683,0.000252911,0.003327199,0.465566891,0.07999238,0.038592387,0.585043485,0.370831427,1247.062754,23.24357302,13.89302326,-26.75839745,-24.34993549,0.470089261,0.437209302,11.18581345,2.655819405,1.59117907,1720701.131,1190.034975,0.018757439,7.109946005,0.677892666,14.55783747
252,Death,114,162,0.002131864,0.024567728,0.01390388,0.000227521,0.005944824,0.446570126,0.094745205,0.046370895,0.652198964,0.349745083,1168.017941,32.1757557,24.9537037,-22.48563725,-22.29285774,0.49989455,0,14.80351845,1.920693719,1.529526873,1666394.754,1372.741699,0.039075063,6.972036808,1.8049931,10.99944371
253,Death,115,158,0.002650498,0.026020692,0.016144603,0.000175426,0.006213317,0.425738899,0.090809714,0.045194404,0.660955959,0.355794837,1127.963073,35.03032575,23.75348837,-22.34515324,-22.25261162,0.58224612,0,16.43358561,1.695034606,1.5905378,1647371.976,1361.198901,0.042997344,6.893906065,2.065096308,10.50146472
254,Death,116,161,0.00163043,0.021059566,0.01409859,0.000421486,0.005595978,0.447578299,0.094122041,0.048714571,0.660671009,0.342629464,1251.976643,33.93089198,23.78139535,-22.77618454,-22.1798912,0.54768493,0,13.91920634,1.959063255,1.443467554,1652787.803,1561.908385,0.035742454,6.973706161,1.815855726,9.966098347
255,Death,117,158,0.00306583,0.024766433,0.01283702,0.000274527,0.005886777,0.443215299,0.10043816,0.045927825,0.66365698,0.350612651,1201.233324,32.11007331,25.00462963,-22.53233013,-22.24577579,0.610318098,0,15.35731558,1.81120333,1.368669716,1687417.856,1395.770264,0.039201153,7.005634147,1.539475355,11.27903185
256,Death,118,161,0.001510177,0.029683024,0.01251815,7.41E-05,0.006102525,0.424285982,0.079296744,0.038278979,0.568369289,0.382188603,936.3687445,29.55694735,19.61395349,-22.48688751,-22.15504181,0.606575345,0.027906977,16.23824082,1.649980009,1.881222077,1587875.283,1052.422783,0.043304382,6.641879457,1.986162344,14.48004746
257,Death,119,161,0.000178177,0.024365131,0.019353875,9.38E-05,0.005996345,0.416286427,0.079740967,0.047077126,0.521151462,0.372095035,1190.715381,35.48334389,17.19534884,-22.01344795,-21.91337875,0.605569915,0.051162791,17.31349834,1.525335685,1.839223406,1590436.039,1291.892033,0.042969969,6.529028618,2.835010869,13.46436959
258,Death,120,161,0.000157397,0.029089247,0.015271572,0.000114237,0.006072594,0.424827293,0.082820882,0.043190285,0.513633461,0.377345009,1102.333701,33.96253539,17.74074074,-22.30611519,-22.08732494,0.575094676,0.055555556,16.71134758,1.550673931,1.696772817,1686506.584,1123.913574,0.044268709,6.563630552,2.898579263,15.45460208
259,Death,121,161,0.004343159,0.037664951,0.008489618,0.000194374,0.006529946,0.440374688,0.095957667,0.03346657,0.623828273,0.387273166,858.7478541,27.40071655,20.62790698,-22.20555855,-22.11008217,0.472869452,0.046511628,12.40859992,2.112668829,1.967140731,1687211.902,1050.519849,0.047522786,6.80687349,1.395373238,12.5293098
260,Death,122,160,0.003488135,0.028697933,0.013229166,0.000147227,0.0062436,0.446784462,0.100115579,0.039648438,0.656571338,0.378322357,1027.269457,29.4300907,22.93023256,-22.28747223,-22.1018652,0.596197317,0,15.55049052,1.886596884,1.759372646,1613863.81,1183.324628,0.04215243,6.861790229,1.662715689,10.96273203
261,Death,123,158,0.003983541,0.034994458,0.012599903,0.000381932,0.006750247,0.451026389,0.106544481,0.039980288,0.638605203,0.369887375,1057.235732,34.19277943,25.7962963,-21.73046928,-21.43876377,0.532164618,0,12.75939347,2.110552214,1.66491822,1649222.739,1356.691488,0.04836002,6.898127081,1.195672571,11.42901993
